,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X867,29598,35924,29982,35493,26212.31744,31430.70845,26446.12308,29571.71767,867,tdfp_arima,27268.01999,31197.43026,27767.61756,29468.83664,867,tdfp_arima,27265.40651,31198.07942,27764.63736,29469.10453,867,tdfp_arima
X868,51929,62687,54642,55686,46391.87948,61899.67174,49016.00159,58641.58996,868,tdfp_arima,48260.31503,61440.25342,51465.29728,58437.57384,868,tdfp_arima,48254.61785,61441.66854,51458.8007,58438.15781,868,tdfp_arima
X869,25314,41105,26937,38346,29432.58596,36003.09171,32414.81876,34094.73434,869,tdfp_arima,30315.12243,37670.32582,32620.87545,36039.85258,869,tdfp_arima,30310.02543,37653.33042,32625.82362,36020.33575,869,tdfp_arima
X870,39021,45332,37717,37530,37413.09447,39686.32266,37355.03653,39409.90583,870,tdfp_arima,39727.03846,39727.03846,39727.03846,39727.03846,870,tdfp_arima,39721.30254,39726.69133,39721.4427,39725.83557,870,tdfp_arima
X871,34790,46477,37960,41467,36342.87763,43693.68817,37552.5999,42005.00427,871,tdfp_arima,37806.58906,43369.39435,39429.07734,41858.86741,871,tdfp_arima,37802.92006,43370.30569,39424.89352,41859.24349,871,tdfp_arima
X872,38872,46852,35736,42893,39617.62862,48813.84798,41288.69987,46719.66574,872,tdfp_arima,42067.91975,48863.92808,43910.4849,47095.62022,872,tdfp_arima,42059.80287,48863.43685,43902.56636,47093.91801,872,tdfp_arima
X873,22191,22538,18068,20126,19553.53731,23321.17477,20918.54909,22069.26097,873,tdfp_arima,20762.89437,23345.10091,22246.85294,22246.85294,873,tdfp_arima,20761.55887,23345.02009,22245.55007,22246.57287,873,tdfp_arima
X874,26558,31099,26713,27124,23971.05263,31045.784,26128.3608,29475.09788,874,tdfp_arima,25453.62642,31077.63512,27787.48171,29712.28483,874,tdfp_arima,25452.06156,31077.54042,27785.95509,29711.95666,874,tdfp_arima
X875,23606,32893,24169,29932,23788.49718,32715.55663,25971.15843,30834.02324,875,tdfp_arima,24746.58024,32472.74232,27268.91925,30726.7506,875,tdfp_arima,24743.17495,32473.58816,27265.03615,30727.09965,875,tdfp_arima
X876,100142,24633,0,0,38235.05186,64465.67764,42923.30814,58414.59407,876,tdfp_arima,40599.83269,64531.81558,45648.88892,58884.65797,876,tdfp_arima,40583.4613,64530.8248,45632.91759,58881.22468,876,tdfp_arima
X877,38021,45161,35952,39501,34126.12108,39116.82925,36273.57346,37942.80373,877,tdfp_arima,36236.77067,39156.96079,38576.90372,38248.13055,877,tdfp_arima,36231.79879,39156.65989,38572.05333,38247.08788,877,tdfp_arima
X878,44159,54369,39671,53011,41240.69476,57298.45767,44097.09995,53995.04852,878,tdfp_arima,42901.66605,56873.18949,46300.60152,53807.19788,878,tdfp_arima,42893.25511,56875.27868,46291.0104,53808.06001,878,tdfp_arima
X880,42949,52717,43132,53771,39254.02688,48731.69806,40902.46793,46408.72981,880,tdfp_arima,41681.82979,48781.69387,43499.72767,46782.18218,880,tdfp_arima,41676.96734,48781.3996,43494.98405,46781.16246,880,tdfp_arima
X881,19946,26970,18059,27434,19034.63069,27452.29289,20662.85422,25936.35064,881,tdfp_arima,20211.89416,27480.45731,21974.92173,26145.06119,881,tdfp_arima,20209.14335,27480.29083,21972.23814,26144.48431,881,tdfp_arima
X882,33766,39875,31170,34458,33314.87036,38328.98225,33819.63591,37591.02726,882,tdfp_arima,35375.34531,38368.30551,35967.14396,37893.52333,882,tdfp_arima,35368.91578,38367.9164,35960.87154,37892.17497,882,tdfp_arima
X883,23527,29055,22653,25232,25203.98559,28488.38932,26015.49866,27446.58947,883,tdfp_arima,26762.81443,28517.61671,27667.45295,27667.45295,883,tdfp_arima,26760.7886,28517.49411,27665.47663,27667.02811,883,tdfp_arima
X885,31552,36146,29454,30873,32511.28575,37538.56183,33268.80285,36450.26871,885,tdfp_arima,34522.06019,37577.07416,35381.33363,36743.58505,885,tdfp_arima,34518.87864,37576.88162,35378.22983,36742.91784,885,tdfp_arima
X886,37035,44282,31102,38148,33273.6608,42641.45194,34946.39277,40385.71209,886,tdfp_arima,35331.587,42685.19953,37165.44858,40710.69706,886,tdfp_arima,35326.74395,42684.90643,37160.72388,40709.68141,886,tdfp_arima
X887,35384,48357,34102,43545,33350.82794,43374.17952,34920.17552,41691.05314,887,tdfp_arima,34694.0344,43052.25709,36665.11253,41546.00852,887,tdfp_arima,34685.4417,43054.39144,36655.31414,41546.88929,887,tdfp_arima
X888,48759,60819,43689,51178,43794.76551,56271.81804,46578.22687,54883.50813,888,tdfp_arima,45558.60215,55854.16955,48905.70864,54692.56651,888,tdfp_arima,45553.80377,55855.36142,48900.23698,54693.05835,888,tdfp_arima
X889,21531,27447,18918,27372,20314.46229,26683.27579,21242.22786,25388.8689,889,tdfp_arima,21132.6284,26485.23297,22303.68729,25300.54015,889,tdfp_arima,21130.79997,26485.68713,22301.6023,25300.72757,889,tdfp_arima
X891,40269,46875,37639,45522,40851.80636,48063.00579,41806.65302,46899.73198,891,tdfp_arima,43378.42954,48112.31557,44461.32748,47277.13546,891,tdfp_arima,43372.25197,48111.94171,44455.30086,47275.83994,891,tdfp_arima
X892,38758,49481,34333,46493,35104.98964,49141.95417,38064.59166,46238.31636,892,tdfp_arima,37276.18079,49192.37089,40481.64952,46610.3974,892,tdfp_arima,37267.41708,49191.84052,40473.09996,46608.55954,892,tdfp_arima
X894,41585,57772,37588,52458,37080.83139,54281.29116,42059.85192,50491.77367,894,tdfp_arima,39374.2254,54336.98053,44730.60422,50898.0824,894,tdfp_arima,39362.61135,54336.27766,44719.27397,50895.64679,894,tdfp_arima
X895,54965,66624,56963,63706,49012.80281,60187.14261,51234.09282,57588.47037,895,tdfp_arima,52044.17143,60248.89103,54487.39889,58051.88642,895,tdfp_arima,52037.30104,60248.47524,54480.69639,58050.44561,895,tdfp_arima
X896,41988,47758,38971,40577,37045.28053,42776.13573,37935.12471,40021.90418,896,tdfp_arima,39336.47577,42820.0215,40343.96157,40343.96157,896,tdfp_arima,39331.38979,42819.7137,40338.99987,40342.89498,896,tdfp_arima
X897,16539,22041,17529,19425,18233.30581,18666.79675,19276.75164,18509.45468,897,tdfp_arima,18780.03172,19531.2203,19399.29138,19565.42648,897,tdfp_arima,18777.46711,19522.66888,19401.78111,19555.60637,897,tdfp_arima
X898,36546,47060,29456,43962,33068.4749,39141.39888,36081.14843,38065.94221,898,tdfp_arima,35113.71066,39181.55562,38372.25993,38372.25993,898,tdfp_arima,35105.29851,39181.04653,38364.05333,38370.49579,898,tdfp_arima
X899,26651,32327,23175,32410,25678.46629,33350.19883,27550.22675,31766.22454,899,tdfp_arima,26712.66796,33102.67422,28926.89252,31655.70875,899,tdfp_arima,26709.20913,33103.53336,28922.94836,31656.06329,899,tdfp_arima
X901,37543,50851,34261,39550,35314.40865,45045.23098,39622.30053,41801.89012,901,tdfp_arima,37498.55206,45091.4447,42138.27112,42138.27112,901,tdfp_arima,37491.94534,45091.04487,42131.82583,42136.8856,901,tdfp_arima
X905,35908,42229,30857,37784,34563.69301,44128.08815,36087.04534,42129.2931,905,tdfp_arima,36701.40578,44173.36093,38378.53129,42468.30872,905,tdfp_arima,36691.50036,44172.76147,38368.86791,42466.23143,905,tdfp_arima
X906,55575,69368,58606,63713,47897.39241,65855.49098,51093.49462,63573.73342,906,tdfp_arima,50859.77456,65923.05479,54337.87286,64085.31306,906,tdfp_arima,50850.38544,65922.48657,54328.71317,64083.34404,906,tdfp_arima
X907,37592,42609,34028,38114,36334.2215,41395.15647,37154.31645,40339.6866,907,tdfp_arima,38581.43881,41437.62543,39513.57289,40664.30121,907,tdfp_arima,38577.66739,41437.39719,39509.89363,40663.51029,907,tdfp_arima
X908,17714,27261,20036,26779,18568.84068,28030.05931,20797.07792,26138.83982,908,tdfp_arima,19717.29573,28058.81648,22117.66848,26349.17981,908,tdfp_arima,19714.95111,28058.67458,22115.38115,26348.68811,908,tdfp_arima
X910,30830,39585,27008,37340,27794.65043,39406.77258,29577.73957,37167.93262,910,tdfp_arima,28914.08153,39114.29618,31055.71875,37038.62409,910,tdfp_arima,28910.37643,39115.21649,31051.49376,37039.00387,910,tdfp_arima
X911,53625,68968,48170,56945,49483.09499,60887.03472,54128.91393,57106.50018,911,tdfp_arima,52543.55048,60949.50119,57566.03781,57566.03781,911,tdfp_arima,52532.47704,60948.83103,57555.23495,57563.71557,911,tdfp_arima
X912,32179,40750,31530,33343,31296.3796,32925.1173,33627.09573,31819.14993,912,tdfp_arima,32234.80195,34449.81632,33840.85871,33634.44517,912,tdfp_arima,32231.63082,34439.24255,33843.93723,33622.30268,912,tdfp_arima
X913,41694,61964,42856,58462,40990.2112,56821.50319,44243.8141,53786.22648,913,tdfp_arima,43525.39452,56879.79866,47053.24549,54219.04577,913,tdfp_arima,43513.75913,56879.0945,47041.89443,54216.60568,913,tdfp_arima
X914,50205,65593,46981,54204,49757.39911,55253.79591,55021.0479,52382.37399,914,tdfp_arima,51249.37537,57812.4932,55370.80939,55370.80939,914,tdfp_arima,51240.09779,57781.55809,55379.81607,55335.28475,914,tdfp_arima
X916,27895,37134,30819,31133,26898.00491,34644.32214,28289.86999,32821.87335,916,tdfp_arima,28561.60632,34679.86515,30086.24425,33085.9919,916,tdfp_arima,28559.06439,34679.71132,30083.76444,33085.45882,916,tdfp_arima
X917,33143,40890,30131,39349,31837.46467,42650.65782,34179.56123,40240.97201,917,tdfp_arima,33806.56429,42694.41486,36349.92413,40564.79226,917,tdfp_arima,33801.54984,42694.11139,36345.03221,40563.74066,917,tdfp_arima
X918,30324,34634,26194,31609,27208.22547,30915.36753,28578.15752,30242.45264,918,tdfp_arima,28891.01356,30947.08485,30392.8377,30485.81452,918,tdfp_arima,28887.90771,30946.89689,30389.80775,30485.16318,918,tdfp_arima
X921,50532,51821,40350,45573,45818.66191,56389.36181,47779.18399,54447.35171,921,tdfp_arima,48652.47769,56447.21394,50813.10731,54885.49109,921,tdfp_arima,48644.34509,56446.72176,50805.17344,54883.78558,921,tdfp_arima
X922,38500,47731,36071,40159,38814.07331,48312.51592,40048.33388,46171.4677,922,tdfp_arima,40377.31228,47953.94124,42049.52141,46010.83557,922,tdfp_arima,40373.33783,47954.92846,42044.98929,46011.24295,922,tdfp_arima
X923,30666,34408,28128,27828,27617.71863,32507.54341,28359.22161,31278.63826,923,tdfp_arima,29325.83326,32540.89421,30159.99962,31530.33835,923,tdfp_arima,29324.48399,32540.81255,30158.68331,31530.05539,923,tdfp_arima
X924,22617,27410,20882,26198,21728.06142,31042.44104,23662.69243,29086.01625,924,tdfp_arima,23071.90956,31074.28873,25165.24623,29320.07225,924,tdfp_arima,23069.3622,31074.13457,25162.76112,29319.53804,924,tdfp_arima
X925,37800,46331,41690,43853,38272.01413,40112.89008,39541.09328,38343.23829,925,tdfp_arima,39419.60097,41970.44107,39792.45075,40530.73538,925,tdfp_arima,39414.65064,41953.93471,39797.25654,40511.78014,925,tdfp_arima
X926,33240,45172,35418,47880,38445.81849,47817.8969,40739.57224,45877.08926,926,tdfp_arima,39994.22598,47462.99328,42775.30048,45717.48128,926,tdfp_arima,39988.21871,47464.48542,42768.45031,45718.09704,926,tdfp_arima
X927,32089,42860,30867,37032,31076.97342,40941.8794,33107.91386,39070.62076,927,tdfp_arima,32999.03779,40983.88333,35210.22838,39385.02316,927,tdfp_arima,32991.45517,40983.42444,35202.83105,39383.43299,927,tdfp_arima
X928,38081,53444,34781,54000,41279.69624,51370.88691,43774.18532,49274.55096,928,tdfp_arima,42942.23832,50989.61305,45961.55107,49103.12309,928,tdfp_arima,42933.1046,50991.88178,45951.13575,49104.05931,928,tdfp_arima
X929,31989,39537,29559,34970,28585.37794,36580.50565,30558.77485,34461.94754,929,tdfp_arima,30353.34086,36618.03507,32499.22197,34739.26381,929,tdfp_arima,30349.90646,36617.82722,32495.87149,34738.54357,929,tdfp_arima
X930,37042,42639,32821,39151,36067.73863,44848.84035,37255.17331,42659.15647,930,tdfp_arima,38298.47437,44894.85259,39620.83404,43002.43592,930,tdfp_arima,38292.49464,44894.4907,39615.00042,43001.18189,930,tdfp_arima
X931,28696,33810,33482,33959,25506.24838,32080.179,25962.07265,29595.14428,931,tdfp_arima,27083.77173,32113.09135,27610.63445,29833.29725,931,tdfp_arima,27082.1713,32112.99449,27609.07313,29832.96162,931,tdfp_arima
X933,41466,46946,37257,46588,37038.84117,44934.50797,39917.13779,42112.94614,933,tdfp_arima,39329.63815,44980.6081,42451.83021,42451.83021,933,tdfp_arima,39322.26859,44980.1621,42444.64073,42450.28472,933,tdfp_arima
X934,35104,42837,33458,38626,31611.0765,43452.83145,34093.88385,40875.5133,934,tdfp_arima,33566.17435,43497.41147,36258.80633,41204.43971,934,tdfp_arima,33561.48373,43497.12759,36254.23032,41203.45603,934,tdfp_arima
X935,31933,41589,28498,36829,28761.84302,37162.19526,30247.37299,34714.42901,935,tdfp_arima,30540.72004,37200.32146,32168.04644,34993.777,935,tdfp_arima,30536.10939,37200.04243,32163.54846,34992.81009,935,tdfp_arima
X936,34522,42216,32924,37805,34681.97906,41838.42738,35990.03871,40481.06314,936,tdfp_arima,36827.00764,41881.35111,38275.36484,40806.81541,936,tdfp_arima,36822.64761,41881.08725,38271.11136,40805.90106,936,tdfp_arima
X937,37069,53556,38041,43428,39093.91469,53712.21382,43591.01763,51911.54194,937,tdfp_arima,40668.4243,53313.56267,45769.23062,51730.93989,937,tdfp_arima,40663.0738,53314.89168,45763.12937,51731.48833,937,tdfp_arima
X938,51182,61708,53004,57148,44949.6872,59940.50527,48152.57158,56726.63961,938,tdfp_arima,47729.75819,60002.00066,51210.20458,57183.12049,938,tdfp_arima,47723.30076,60001.60986,51203.90495,57181.76628,938,tdfp_arima
X939,30354,39098,28189,34237,28774.2759,38387.60665,30581.1131,36524.72184,939,tdfp_arima,29933.16148,38102.69448,32109.23016,36397.65107,939,tdfp_arima,29930.1598,38103.44007,32105.8073,36397.95875,939,tdfp_arima
X940,43646,49999,37108,46107,38906.04391,47702.05245,40788.44475,45753.10386,940,tdfp_arima,40472.987,47348.00862,42826.61511,45593.92723,940,tdfp_arima,40466.51322,47349.61664,42819.23296,45594.5908,940,tdfp_arima
X942,31430,44712,34122,40338,31213.02379,40393.22312,33764.80046,38411.55505,942,tdfp_arima,32470.13007,40093.4253,35452.00418,38277.91992,942,tdfp_arima,32466.38062,40094.35663,35447.72862,38278.30425,942,tdfp_arima
X943,38413,48850,37828,38659,37930.10026,44162.54654,39327.76378,42315.11109,943,tdfp_arima,39457.73717,43834.77287,41292.94493,42167.89536,943,tdfp_arima,39453.54502,43835.81416,41288.16456,42168.32506,943,tdfp_arima
X944,37139,44121,38335,46656,42370.35008,45762.13103,45993.53082,43787.79438,944,tdfp_arima,43640.82558,47881.28753,46285.90558,46285.90558,944,tdfp_arima,43631.27473,47849.44125,46295.17754,46249.33459,944,tdfp_arima
X945,23829,29008,21868,24419,22699.54936,27135.56354,23987.54582,25307.08064,945,tdfp_arima,24103.48257,27163.40301,25510.72744,25510.72744,945,tdfp_arima,24101.34849,27163.27385,25508.6455,25510.2799,945,tdfp_arima
X946,22236,28842,21695,26462,19126.27944,27472.56276,20699.39159,25770.68024,946,tdfp_arima,20309.21124,27500.74797,22013.77918,25978.05764,946,tdfp_arima,20307.65567,27500.65383,22012.26162,25977.73141,946,tdfp_arima
X947,38961,49578,39962,46728,42675.24773,49297.68776,44354.76271,48291.49332,947,tdfp_arima,45314.64803,49348.26425,47171.23921,48680.09634,947,tdfp_arima,45306.0333,49347.74289,47162.83499,48678.28972,947,tdfp_arima
X948,57562,60456,58082,54289,59429.5703,60307.59797,57909.8817,60055.4642,948,tdfp_arima,62464.84689,60134.09763,60331.19524,60528.29285,948,tdfp_arima,62365.21797,60145.8537,60285.80157,60508.45848,948,tdfp_arima
X949,27719,39093,23355,34263,23219.75678,35629.13485,26221.94481,33116.32664,949,tdfp_arima,24655.86404,35665.68822,27887.00819,33382.81466,949,tdfp_arima,24652.42118,35665.47986,27883.64946,33382.09265,949,tdfp_arima
X950,28551,38671,30765,40980,25927.98997,37342.73833,27989.23215,35139.97472,950,tdfp_arima,27531.59741,37381.04975,29766.51625,35422.74709,950,tdfp_arima,27528.40416,37380.8565,29763.40103,35422.07743,950,tdfp_arima
X951,39726,53344,36304,45191,39223.31259,53569.55667,43446.97204,50406.73343,951,tdfp_arima,40803.03371,53171.96432,45617.98717,50231.36666,951,tdfp_arima,40797.51043,53173.33625,45611.6889,50231.93281,951,tdfp_arima
X953,28277,36408,26335,34019,25910.11723,32851.29709,29047.91142,30645.81271,953,tdfp_arima,27512.61926,32885.00056,30892.42044,30892.42044,953,tdfp_arima,27508.9164,32884.77647,30888.80806,30891.6439,953,tdfp_arima
X954,34600,43136,29306,38908,31781.90105,45503.38768,34477.31061,42771.19538,954,tdfp_arima,33747.56414,45550.07144,36666.58025,43115.37641,954,tdfp_arima,33740.99655,45549.67398,36660.17314,43113.9991,954,tdfp_arima
X955,25429,33568,24131,30147,27057.44141,33712.39822,28616.4465,32520.83405,955,tdfp_arima,28147.18138,33462.18537,30046.39053,32407.69295,955,tdfp_arima,28143.79622,33463.02621,30042.53039,32408.03993,955,tdfp_arima
X956,17016,19146,13603,19440,16323.70608,20485.19219,16998.47641,19777.22221,956,tdfp_arima,17333.30291,20506.20877,18077.86015,19936.37008,956,tdfp_arima,17330.89781,20506.06322,18075.51382,19935.8657,956,tdfp_arima
X957,42157,51388,36864,50705,40720.07472,52571.51751,44077.80986,49999.83602,957,tdfp_arima,42360.07801,52181.33259,46280.34752,49825.88486,957,tdfp_arima,42353.01064,52183.08806,46272.2885,49826.60928,957,tdfp_arima
X958,20785,23758,20095,20161,19986.46909,24771.10261,20904.93451,23879.88292,958,tdfp_arima,21222.60233,24796.51629,22232.37385,24072.04501,958,tdfp_arima,21221.45932,24796.44711,22231.25877,24071.80531,958,tdfp_arima
X959,38372,47497,36011,43660,31710.05775,46458.9358,34677.46955,43748.26297,959,tdfp_arima,33671.27744,46506.5999,36879.44905,44100.30648,959,tdfp_arima,33667.58906,46506.37669,36875.8508,44099.53298,959,tdfp_arima
X960,34466,48780,37825,46499,32866.33109,44952.71081,35068.79969,42643.83031,960,tdfp_arima,34190.02441,44619.07255,36821.16335,42495.47095,960,tdfp_arima,34184.63541,44620.41112,36815.01818,42496.02333,960,tdfp_arima
X961,33249,42594,31448,37586,33110.39177,40473.31238,34614.15361,38800.76264,961,tdfp_arima,34443.91465,40172.92014,36343.79891,38665.77345,961,tdfp_arima,34440.06344,40173.87674,36339.40733,38666.1682,961,tdfp_arima
X962,31636,44168,29059,40013,35888.54877,39521.4202,39337.91323,38122.09187,962,tdfp_arima,36964.66737,41351.58136,39587.97911,40296.97247,962,tdfp_arima,36954.58233,41317.95389,39597.76966,40258.35603,962,tdfp_arima
X963,56397,76059,50494,76620,49083.10072,69063.69708,54314.54808,64543.44791,963,tdfp_arima,52118.81715,69134.55232,57763.45951,65062.83087,963,tdfp_arima,52097.84492,69133.28311,57742.99975,65058.43273,963,tdfp_arima
X964,45513,58986,46253,59148,49399.72426,57742.86934,51343.27483,56474.31363,964,tdfp_arima,52455.02339,57802.11008,54603.51383,56928.76403,964,tdfp_arima,52440.87519,57801.25385,54589.71135,56925.79697,964,tdfp_arima
X965,40707,55196,41450,51140,41322.96263,49938.59946,46281.63231,48827.54617,965,tdfp_arima,43878.72612,49989.83349,49220.46282,49220.46282,965,tdfp_arima,43865.56384,49989.03692,49207.62217,49217.70252,965,tdfp_arima
X966,25695,30089,22866,26360,24975.1668,30062.7861,25895.03632,29130.54985,966,tdfp_arima,26519.84355,30093.62872,27539.34139,29364.96421,966,tdfp_arima,26518.24548,30093.53201,27537.78237,29364.62908,966,tdfp_arima
X967,43135,51056,37021,46384,37965.11536,51066.47817,40333.61742,47634.90019,967,tdfp_arima,40313.20101,51118.86933,42894.75582,48018.21958,967,tdfp_arima,40306.86365,51118.4858,42888.57331,48016.89055,967,tdfp_arima
X968,42472,45408,36932,41760,38165.76713,43469.2585,41930.78851,41573.8236,968,tdfp_arima,39310.16816,45482.23648,42197.33696,43945.62688,968,tdfp_arima,39306.79714,45470.99617,42200.60954,43932.71896,968,tdfp_arima
X969,19326,25961,21525,25743,20982.80364,25126.06577,21544.92522,23471.10231,969,tdfp_arima,22280.55869,25151.84362,22913.00323,23659.97494,969,tdfp_arima,22277.9462,25151.68551,22910.45458,23659.42707,969,tdfp_arima
X970,15184,18885,13916,14986,16376.24508,19523.34518,17330.92085,19098.43554,970,tdfp_arima,17389.09137,19543.37496,18431.41442,19252.12119,970,tdfp_arima,17387.7903,19543.29623,18430.14515,19251.84834,970,tdfp_arima
X971,46685,60944,42600,55347,40378.88519,49748.99509,43159.97609,47805.96123,971,tdfp_arima,41589.64658,52052.77561,43434.33832,50533.31045,971,tdfp_arima,41574.45741,52002.12895,43449.08396,50475.14986,971,tdfp_arima
X972,16789,22059,15511,22247,15768.60004,21460.32597,16679.73756,19700.14904,972,tdfp_arima,16743.86439,21482.34298,17738.88175,19858.6767,972,tdfp_arima,16739.44945,21482.07579,17734.57469,19857.75083,972,tdfp_arima
X973,35442,44198,32268,40703,36233.89648,49219.97585,38938.03578,47101.65455,973,tdfp_arima,37693.21869,48854.66602,40883.74248,46937.78627,973,tdfp_arima,37688.12754,48855.93061,40877.93697,46938.30812,973,tdfp_arima
X975,37373,49501,35205,44145,39870.43835,46445.12636,42033.7964,44346.04036,975,tdfp_arima,42336.36539,46492.77629,44702.89421,44702.89421,975,tdfp_arima,42329.7833,46492.37795,44696.47295,44701.51386,975,tdfp_arima
X976,35079,45446,31984,41577,32187.52362,44899.31705,34971.08045,42323.86344,976,tdfp_arima,34178.27386,44945.38108,37191.70391,42664.44477,976,tdfp_arima,34172.63397,44945.03976,37186.20182,42663.26201,976,tdfp_arima
X978,41246,47088,34483,43350,37374.71012,45268.71022,42308.90815,42724.17627,978,tdfp_arima,38495.39129,47365.01735,42577.86026,45161.60763,978,tdfp_arima,38490.17457,47347.62276,42582.92465,45141.63238,978,tdfp_arima
X979,34540,42113,31103,39903,30353.86775,44193.8786,33793.92835,41343.30838,979,tdfp_arima,32231.20911,44239.21889,35939.804,41675.99915,979,tdfp_arima,32226.45565,44238.93121,35935.16669,41675.00229,979,tdfp_arima
X980,29150,40928,30861,39215,37701.76997,41198.40141,38056.59478,40634.18327,980,tdfp_arima,40033.56811,41240.66851,40473.14485,40961.16769,980,tdfp_arima,40028.72121,41240.37519,40468.4164,40960.15124,980,tdfp_arima
X981,37632,46876,34297,45323,37190.44626,44184.17632,40345.63422,42509.56991,981,tdfp_arima,38688.29356,43856.24211,42361.67765,42361.67765,981,tdfp_arima,38681.51589,43857.92561,42353.94896,42362.37237,981,tdfp_arima
X982,44380,56663,40741,52717,43074.19208,52303.32434,45403.82359,50508.16538,982,tdfp_arima,44809.00758,51915.12995,47672.62124,50332.44573,982,tdfp_arima,44801.81544,51916.91641,47664.41994,50333.18293,982,tdfp_arima
X983,41622,56448,37790,52363,41427.7152,54973.52065,44353.79355,52118.31568,983,tdfp_arima,43989.95748,55029.9202,47170.20851,52537.71325,983,tdfp_arima,43967.45132,55028.55816,47148.25231,52532.99342,983,tdfp_arima
X984,27683,40486,28984,42697,31408.09027,38567.79784,34422.0845,36463.29094,984,tdfp_arima,32349.86227,40353.79858,34640.90112,38543.53628,984,tdfp_arima,32343.91109,40333.95503,34646.67852,38520.74874,984,tdfp_arima
X985,43189,59761,43891,54618,44516.82609,47611.30289,48043.98022,45739.90928,985,tdfp_arima,45851.6637,49816.09099,48349.38941,48349.38941,985,tdfp_arima,45844.12684,49790.96016,48356.70619,48320.53018,985,tdfp_arima
X986,25611,31532,22249,29221,24696.27095,34872.81899,26561.5624,33089.74883,986,tdfp_arima,26223.6984,34908.59642,28248.19112,33356.02298,986,tdfp_arima,26215.67031,34908.11057,28240.35919,33354.33939,986,tdfp_arima
X987,35317,43333,31743,40874,33439.21311,40997.34442,38016.35549,38600.17307,987,tdfp_arima,34441.88835,42895.85279,38258.02041,40802.32839,987,tdfp_arima,34438.28621,42883.84186,38261.51736,40788.53552,987,tdfp_arima
X988,31268,31585,26649,25210,26445.60506,29254.60617,25696.09507,27109.61575,988,tdfp_arima,28081.22622,29284.61966,27327.7676,27327.7676,988,tdfp_arima,28079.06364,29284.48878,27325.65787,27327.31408,988,tdfp_arima
X990,33651,43621,31595,39014,30172.52527,42104.53479,32674.38244,39577.10473,990,tdfp_arima,31387.72542,41792.03564,34307.09873,39439.41462,990,tdfp_arima,31383.46679,41793.09344,34302.24255,39439.85114,990,tdfp_arima
X991,31702,37137,29633,30926,29867.4494,36641.11361,31127.06765,34726.93348,991,tdfp_arima,31714.70652,36678.7052,33103.6007,35006.3821,991,tdfp_arima,31711.64092,36678.51968,33100.61001,35005.7392,991,tdfp_arima
X992,26961,34347,22305,29229,28691.46073,35177.05869,29874.78196,33979.56124,992,tdfp_arima,30465.9847,35213.14826,31771.79631,34252.99573,992,tdfp_arima,30463.6179,35213.00502,31769.48735,34252.49938,992,tdfp_arima
X993,39711,51500,36527,48755,38044.19013,48229.26706,39769.20566,45955.43998,993,tdfp_arima,39576.42202,47871.31025,41756.44535,45795.55942,993,tdfp_arima,39569.04511,47873.1426,41748.03336,45796.31556,993,tdfp_arima
X994,20769,35077,21664,32588,23169.28227,32335.72632,25363.76515,30476.06314,994,tdfp_arima,24602.26775,32368.90085,26974.33511,30721.30489,994,tdfp_arima,24599.0213,32368.70438,26971.16799,30720.62407,994,tdfp_arima
X995,54124,61762,45761,54777,49669.88087,60585.10272,51668.41629,58367.73336,995,tdfp_arima,51670.3381,60135.44111,54250.25131,58164.67,995,tdfp_arima,51661.27774,60137.69162,54239.91964,58165.5987,995,tdfp_arima
X996,34608,47877,33637,47301,37689.28064,41662.65261,41210.29985,40124.593,996,tdfp_arima,38819.39422,43591.97013,41472.26824,42413.71709,996,tdfp_arima,38811.42159,43565.38625,41480.00807,42383.18923,996,tdfp_arima
X997,24643,34030,24144,33383,24165.45637,32925.84941,26111.72011,31398.32931,997,tdfp_arima,25138.72148,32681.47431,27416.50469,31289.09344,997,tdfp_arima,25135.18257,32682.35334,27412.46922,31289.45618,997,tdfp_arima
X998,23700,29584,24574,27770,21186.12032,28347.62151,22525.69588,26651.94735,998,tdfp_arima,22496.45021,28376.70448,23956.05171,26866.41633,998,tdfp_arima,22495.18212,28376.62774,23954.81461,26866.15039,998,tdfp_arima
X999,47471,64022,40376,59430,43893.94668,57441.37711,50662.48106,53379.76021,999,tdfp_arima,45661.77784,57015.04818,53194.05018,53194.05018,999,tdfp_arima,45647.76919,57018.52779,53178.0759,53195.4861,999,tdfp_arima
X1001,30973,38298,25991,37422,27155.46774,36572.05708,31472.05451,33957.34009,1001,tdfp_arima,27969.7248,38265.63889,31672.11818,35894.61993,1001,tdfp_arima,27966.25877,38254.08179,31675.483,35881.34823,1001,tdfp_arima
X1002,38160,48452,33262,36482,31462.1214,43069.38423,34448.73583,40631.75865,1002,tdfp_arima,32729.2601,42749.72398,36170.11533,40490.39936,1002,tdfp_arima,32726.54978,42750.3972,36167.0247,40490.67717,1002,tdfp_arima
